id,year,CIF1_diff_at,CIF2_diff_at,CIF1_ratio_at,CIF2_ratio_at,CIF1_diff_true_at,CIF2_diff_true_at,CIF1_ratio_true_at,CIF2_ratio_true_at,hr_gender_true_at,givenage,scenario,model,independence,prop_sex_other,base_function,model_lab,obs,convergence_t1t1,convergence_t1t2,sdage,bias_CIF1_at,bias_CIF2_at,CIF1_true_at,CIF2_true_at,MCer_CIF1_at,MCer_CIF2_at,rel_bias_CIF1_at,rel_bias_CIF2_at,Rel_prec_CIF1_at,Rel_prec_CIF2_at,Coverage_CIF1_at,Coverage_CIF2_at,hr_gender_at,bias_hr_gender_at,female,simulation,mean_bias_CIF1_at,mean_bias_CIF2_at
3,1,-.0067493655,-.0051197787,.95686209,.70980084,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0003538382,.00069239765,.13897637,.011691473,.00040642789,.000042205578,.25460315,5.9222445,,,.949,.921,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,2,-.0086692264,-.0097945724,.96006721,.71368295,-.0082862675,-.0094306804,.95899558,.70909768,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.00045841461,.0011550679,.19379595,.02298804,.00053221203,.00008194687,.23654498,5.0246472,,,.94499999,.93599999,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,3,-.0094630886,-.014272153,.9623602,.71714634,-.0090473592,-.013896264,.96132517,.71252674,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.00089484412,.0013420384,.22488667,.034443062,.00059695746,.00012190555,.3979089,3.8963971,,,.94400001,.94300002,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,4,-.0097674774,-.018662026,.96407479,.72041738,-.0093545318,-.018388942,.96313709,.71585262,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.00012041718,.0012344668,.24441099,.046327271,.00063511467,.00016390606,.049268316,2.6646655,,,.94300002,.949,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,5,-.0098677566,-.023046549,.96541172,.72364181,-.0094465315,-.022967558,.96461177,.71920836,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,-.00077744195,.0008711241,.25749341,.058828171,.00065864495,.00020873403,.30192694,1.4807941,,,.94,.95899999,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,6,-.0098656062,-.027501237,.96655035,.72693986,-.0094284713,-.027665645,.96585721,.72268403,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,-.0013345454,.00034681705,.26671982,.072096527,.00067450793,.00025524996,.50035477,.48104542,,,.93800002,.95599997,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,7,-.0098042237,-.032088716,.96757942,.73040915,-.0093505085,-.032499567,.96694458,.72635084,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,-.0015389768,-.00022377209,.27352303,.086264051,.00068619906,.00030127584,.56264979,.25940365,,,.94,.95700002,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,8,-.0097025502,-.036851734,.96855509,.73413628,-.0092374086,-.037471317,.9679237,.73027092,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,-.0014337844,-.00072908233,.27874497,.10145075,.0006957333,.00034480152,.5143714,.71865642,,,.93800002,.95099998,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,9,-.0095706824,-.041810278,.96950531,.73820668,-.0091015697,-.042568833,.96883047,.73450279,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,-.0010818951,-.0010647171,.28290072,.11776745,.00070430082,.000384746,.38242924,.90408432,,,.93900001,.94999999,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
3,10,-.0094086882,-.046959877,.97046423,.74270016,-.0089488924,-.047764987,.96969187,.73910403,.69999999,70,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,-.00057024899,-.0011365899,.28631508,.13531561,.00071216683,.00042143377,.19916834,.83995473,,,.94300002,.95099998,.70427001,.0042700414,1,nick,-.00049093785,.00024877506
8,1,-.0065241046,-.0084111877,.95826924,.71714234,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.00013967106,.0095017748,.13897637,.011691473,.00040710109,.00071604445,.10049986,81.270981,.16564117,1596.5636,.94999999,.22400001,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,2,-.0081143491,-.015580913,.96266752,.72255772,-.0082862675,-.0094306804,.95899558,.70909768,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.00082160463,.018084642,.19379595,.02298804,.00054044335,.0013445762,.42395344,78.669785,1.5466212,1540.7902,.93599999,.182,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,3,-.008610242,-.021832,.96591616,.72759944,-.0090473592,-.013896264,.96132517,.71252674,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0011586326,.025680305,.22488667,.034443062,.00061706174,.0019121349,.51520729,74.558716,3.3677955,1468.5381,.93000001,.176,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,4,-.0086846193,-.027510867,.96835041,.73263055,-.0093545318,-.018388942,.96313709,.71585262,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0025898723,.03288684,.24441099,.046327271,.00066771882,.0024465725,1.0596383,70.988083,5.1335802,1392.6675,.92500001,.169,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,5,-.0086061899,-.03273759,.97025377,.73777682,-.0094465315,-.022967558,.96461177,.71920836,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0040534353,.039851297,.25749341,.058828171,.00070356636,.002956328,1.57419,67.741859,6.8202839,1316.3135,.921,.156,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,6,-.0084637925,-.037450753,.9718436,.74310404,-.0094284713,-.027665645,.96585721,.72268403,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0051164124,.046250351,.26671982,.072096527,.00073161762,.0034362697,1.9182723,64.150597,8.4668627,1246.2371,.91500002,.145,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,7,-.0082920352,-.041666191,.9732334,.74879736,-.0093505085,-.032499567,.96694458,.72635084,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0057769925,.052036934,.27352303,.086264051,.00075527356,.0038839555,2.1120682,60.322849,10.066254,1189.1693,.90700001,.139,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,8,-.0081018358,-.045458507,.97450405,.75484276,-.0092374086,-.037471317,.9679237,.73027092,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.006097774,.057270601,.27874497,.10145075,.00077671517,.0043015555,2.1875818,56.45163,11.639782,1147.5454,.90499997,.138,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,9,-.0079000201,-.048834234,.97569239,.76115155,-.0091015697,-.042568833,.96883047,.73450279,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0061581866,.061819397,.28290072,.11776745,.00079737976,.0046881055,2.1768012,52.492771,13.215796,1118.4937,.90100002,.133,.71014106,.010141052,1,nick,-.0037958382,.040850032
8,10,-.007688059,-.051711343,.97682816,.76761943,-.0089488924,-.047764987,.96969187,.73910403,.69999999,70,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,-.0060457997,.065118164,.28631508,.13531561,.0008176316,.0050357361,2.1115897,48.123169,14.808995,1094.9058,.89899999,.12899999,.71014106,.010141052,1,nick,-.0037958382,.040850032
13,1,-.0067734616,-.0047711181,.95671719,.71038312,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.00041020289,-.000080256643,.13897637,.011691473,.00040676378,.000068099122,.29516017,.68645447,.082642697,61.351002,.94800001,.93800002,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,2,-.0087260408,-.0093063349,.95981687,.71421266,-.0082862675,-.0094306804,.95899558,.70909768,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.00057072192,.000056977406,.19379595,.02298804,.00053300767,.0001135597,.29449633,.24785674,.14950103,38.577225,.94599998,.93800002,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,3,-.0095407637,-.013713511,.96206301,.71766126,-.0090473592,-.013896264,.96132517,.71252674,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0010521298,.000076134078,.22488667,.034443062,.00059814361,.00015773658,.46784887,.22104329,.19869499,29.392452,.94300002,.93800002,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,4,-.0098580737,-.018199991,.96374953,.72100502,-.0093545318,-.018388942,.96313709,.71585262,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.00030143539,.00025313179,.24441099,.046327271,.00063648506,.00020147124,.12333136,.54639906,.21576354,22.918715,.94099998,.93599999,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,5,-.0099632517,-.022860708,.96508324,.72433466,-.0094465315,-.022967558,.96461177,.71920836,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,-.00059108145,.00067717046,.25749341,.058828171,.00066000933,.00024643919,.22955208,1.151099,.20715488,18.063734,.94,.93199998,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,6,-.0099582234,-.027657738,.96624267,.7277357,-.0094284713,-.027665645,.96585721,.72268403,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,-.0011549253,.0011459015,.26671982,.072096527,.00067578553,.00029216992,.4330107,1.5893991,.18941158,14.464224,.93900001,.93300003,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,7,-.0098909317,-.032551274,.96729696,.7315374,-.0093505085,-.032499567,.96694458,.72635084,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,-.0013718075,.0016156747,.27352303,.086264051,.00068745419,.00033759372,.50153273,1.8729409,.18291736,12.054694,.93800002,.93400002,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,8,-.0097850775,-.0375726,.96828771,.73571903,-.0092374086,-.037471317,.9679237,.73027092,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,-.0012852747,.002189029,.27874497,.10145075,.00069695531,.00038585038,.46109343,2.1577258,.17564322,11.90507,.93900001,.93599999,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,9,-.0096449526,-.042742353,.96926546,.74008787,-.0091015697,-.042568833,.96883047,.73450279,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,-.00095914642,.002848947,.28290072,.11776745,.00070544978,.00043659061,.33903995,2.4191294,.16313992,13.475022,.94,.93599999,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
13,10,-.0094724949,-.047919933,.97025806,.74461573,-.0089488924,-.047764987,.96969187,.73910403,.69999999,70,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,-.00047818857,.0031983457,.28631508,.13531561,.00071320741,.0004939108,.16701481,2.3636191,.14611313,17.197727,.94199997,.93199998,.70493966,.0049397023,1,nick,-.00035059341,.0011981055
18,1,-.0068833139,-.0050784624,.95602131,.70929176,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,.00021723227,.00060285372,.13897637,.011691473,.00044857868,.00012961807,.15630879,5.156354,.18870111,178.77853,.78200001,.787,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,2,-.0088418396,-.0098113557,.95923442,.7131418,-.0082862675,-.0094306804,.95899558,.70909768,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,.00014327079,.0011900462,.19379595,.02298804,.00058863848,.00018975274,.073928684,5.176806,.39858222,110.1935,.77899998,.79100001,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,3,-.0096562076,-.014189596,.96155727,.71682191,-.0090473592,-.013896264,.96132517,.71252674,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,.00055919861,.0011378343,.22488667,.034443062,.00066061341,.00023728229,.24865796,3.3035223,.45408413,76.687355,.77499998,.78299999,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,4,-.0099715041,-.018783869,.96328819,.71985358,-.0093545318,-.018388942,.96313709,.71585262,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.00021548041,.0014583291,.24441099,.046327271,.00070324441,.00028193998,.088163145,3.1478848,.51195836,56.143986,.773,.78399998,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,5,-.010074187,-.023435272,.96465367,.72308975,-.0094465315,-.022967558,.96461177,.71920836,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.0011325417,.0017709628,.25749341,.058828171,.00072938314,.00032953429,.43983328,3.0103993,.52358538,43.308174,.77499998,.77399999,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,6,-.010073294,-.028103812,.96581852,.72672921,-.0094284713,-.027665645,.96585721,.72268403,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.0016898504,.0019444184,.26671982,.072096527,.0007469437,.00037557419,.63356763,2.6969655,.52276266,33.565296,.77499998,.77200001,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,7,-.01000757,-.032904554,.96688563,.73055822,-.0093505085,-.032499567,.96694458,.72635084,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.0018677403,.0021078528,.27352303,.086264051,.00076022447,.00041052955,.68284571,2.4434893,.56696665,23.692596,.77399999,.77700001,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,8,-.0098988311,-.037885632,.96789932,.73443282,-.0092374086,-.037471317,.9679237,.73027092,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.0017488427,.0023256028,.27874497,.10145075,.00077112106,.00044718001,.62739885,2.2923467,.61051756,17.727205,.77499998,.77700001,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,9,-.0097582871,-.043017082,.96888697,.73861253,-.0091015697,-.042568833,.96883047,.73450279,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.0014138606,.0026652601,.28290072,.11776745,.00078064983,.00049040042,.4997727,2.2631552,.6147607,15.701855,.77700001,.76999998,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
18,10,-.0095887017,-.048128966,.96987689,.74316436,-.0089488924,-.047764987,.96969187,.73910403,.69999999,70,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,-.00092757278,.0027216075,.28631508,.13531561,.00078933529,.00055146584,.32396922,2.0113034,.61051595,18.782623,.77700001,.77399999,.70360798,.0036080044,1,nick,-.00080761872,.0017924767
23,1,-.0066189668,-.0060380185,.9577437,.66651821,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.00059789239,.0010701363,.13990013,.010630858,.00041613227,.000052968247,.42737085,10.06632,,,.90700001,.85799998,.66834664,.028688671,1,nick,-.00061658485,.0032905617
23,2,-.0084459633,-.011329487,.96116215,.67746508,-.0078222295,-.011354672,.96129185,.64974958,.64819854,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,.000025479791,.0019853089,.19425999,.021064049,.00054505729,.00010215097,.013116335,9.425106,,,.903,.86000001,.68322992,.035031356,1,nick,-.00061658485,.0032905617
23,3,-.0091610234,-.016157899,.96363866,.68834746,-.0087969657,-.016535072,.96239555,.65793753,.65695381,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,.00070588989,.0027166079,.22513707,.031804256,.00061184284,.00015039759,.31353784,8.5416489,,,.90100002,.86199999,.69900966,.042055842,1,nick,-.00061658485,.0032905617
23,4,-.0094141299,-.020626446,.96545541,.69941807,-.0092167938,-.021602336,.96367991,.66619903,.6659295,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,.000048395792,.003236599,.24454872,.043113876,.00065093226,.00019949552,.019789835,7.5070934,,,.90200001,.87699997,.71555805,.049628582,1,nick,-.00061658485,.0032905617
23,5,-.0094818175,-.024793571,.96685004,.71071041,-.0093742609,-.026608426,.96488249,.67469662,.67513126,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.00077919796,.0035413457,.25756568,.055187304,.00067489652,.00025064297,.302524,6.4169574,,,.89999998,.88499999,.73148394,.056352697,1,nick,-.00061658485,.0032905617
23,6,-.0094602695,-.028722854,.96801585,.7220732,-.0093982723,-.031570893,.96596658,.68353844,.68456519,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.0012942152,.0036858374,.26675001,.068191275,.00069088751,.00030336829,.48517904,5.4051447,,,.89600003,.88800001,.74493217,.06036697,1,nick,-.00061658485,.0032905617
23,7,-.0093891453,-.032482788,.9690479,.73332042,-.0093505569,-.036483537,.9669444,.69280541,.69423735,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.0014706911,.0037700927,.27352297,.082280077,.00070254121,.00035562206,.53768462,4.5820236,,,.89499998,.89300001,.75550169,.061264366,1,nick,-.00061658485,.0032905617
23,8,-.0092886239,-.036125164,.96999472,.74437582,-.0092619956,-.041320577,.96783835,.70256287,.70415413,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.0013472044,.0039071692,.27872038,.097601488,.00071206526,.0004048933,.48335338,4.0031862,,,.89700001,.889,.76443172,.060277577,1,nick,-.00061658485,.0032905617
23,9,-.0091680121,-.039675288,.97088623,.75529957,-.0091483677,-.04603808,.96867019,.71286547,.71432215,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.00098561181,.0042085634,.28285393,.1142982,.0007206063,.00044926626,.3484526,3.6820903,,,.89899999,.884,.77302563,.058703452,1,nick,-.00061658485,.0032905617
23,10,-.0090267854,-.043128155,.97175932,.76625723,-.0090177488,-.050574251,.9694587,.72375965,.72474808,70,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.0004708012,.0047839577,.28624624,.13250636,.00072843325,.00048816044,.1644742,3.6103613,,,.898,.88099998,.78193736,.057189286,1,nick,-.00061658485,.0032905617
28,1,-.0065468336,-.0078687416,.95809388,.75892931,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0011565414,.011883613,.13990013,.010630858,.00040783241,.00082997879,.82669061,111.78413,.18307982,1501.7526,.94700003,.24600001,.75462037,.11496237,1,nick,-.0046396917,.053709175
28,2,-.0082130209,-.013706099,.96215969,.76633507,-.0078222295,-.011354672,.96129185,.64974958,.64819854,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0015013017,.023029717,.19425999,.021064049,.00054426858,.0015627913,.77283114,109.33186,2.0740077,1463.8767,.93599999,.199,.77259481,.12439626,1,nick,-.0046396917,.053709175
28,3,-.0088111935,-.018163428,.96503299,.77792728,-.0087969657,-.016535072,.96239555,.65793753,.65695381,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0017746834,.033034537,.22513707,.031804256,.00062481256,.0022191394,.78826797,103.86829,4.3887949,1408.3,.92799997,.18099999,.78659141,.1296376,1,nick,-.0046396917,.053709175
28,4,-.0089974422,-.021756556,.9670763,.78943998,-.0092167938,-.021602336,.96367991,.66619903,.6659295,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0032394857,.042609964,.24454872,.043113876,.00067948434,.0028317415,1.324679,98.8312,6.7057209,1350.9902,.92400002,.16599999,.79857391,.13264441,1,nick,-.0046396917,.053709175
28,5,-.0090347482,-.024727806,.96858376,.80060786,-.0093742609,-.026608426,.96488249,.67469662,.67513126,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0047643078,.051960729,.25756568,.055187304,.00071924541,.0034100246,1.8497448,94.153412,8.9391375,1290.7401,.91799998,.15099999,.80920732,.13407607,1,nick,-.0046396917,.053709175
28,6,-.0090034958,-.027108183,.96979916,.81154644,-.0093982723,-.031570893,.96596658,.68353844,.68456519,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0059018815,.060726881,.26675001,.068191275,.00075092167,.0039474601,2.2125139,89.053734,11.104423,1230.1223,.90799999,.146,.81879133,.13422611,1,nick,-.0046396917,.053709175
28,7,-.0089394543,-.02896299,.97082812,.8221904,-.0093505569,-.036483537,.9669444,.69280541,.69423735,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0066428473,.068732843,.27352297,.082280077,.00077796273,.0044393595,2.4286251,83.535217,13.195986,1176.0734,.89700001,.13699999,.82678568,.13254835,1,nick,-.0046396917,.053709175
28,8,-.0088591855,-.030385589,.97173184,.83259457,-.0092619956,-.041320577,.96783835,.70256287,.70415413,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0070470641,.075974733,.27872038,.097601488,.00080267608,.004886447,2.5283635,77.841782,15.229736,1133.6633,.88999999,.13,.8329342,.12878005,1,nick,-.0046396917,.053709175
28,9,-.0087720752,-.031441145,.97253847,.84264815,-.0091483677,-.04603808,.96867019,.71286547,.71432215,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0071954937,.082254954,.28285393,.1142982,.00082642818,.0052879038,2.5438902,71.965218,17.233328,1103.1611,.88499999,.126,.83902806,.12470593,1,nick,-.0046396917,.053709175
28,10,-.0086784996,-.032109559,.97328192,.85226983,-.0090177488,-.050574251,.9694587,.72375965,.72474808,70,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,-.0071733082,.086883798,.28624624,.13250636,.00084957341,.0056373244,2.5059922,65.569534,19.221664,1080.4688,.88,.125,.84565425,.12090618,1,nick,-.0046396917,.053709175
33,1,-.0068024392,-.004408943,.95652431,.73787558,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.00051677652,.0005947508,.13990013,.010630858,.00040699189,.000073572875,.36938959,5.5945697,-.023389403,41.986206,.94700003,.92799997,.73662853,.096970551,1,nick,-.00057843578,.0077971756
33,2,-.0088059502,-.0081786094,.95944113,.74626291,-.0078222295,-.011354672,.96129185,.64974958,.64819854,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,.00014298255,.0016110303,.19425999,.021064049,.00053365977,.00011702982,.073603705,7.6482463,.084395178,17.111094,.94599998,.91399997,.76098031,.11278174,1,nick,-.00057843578,.0077971756
33,3,-.0096897651,-.011401437,.96145302,.75926191,-.0087969657,-.016535072,.96239555,.65793753,.65695381,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,.00084072968,.0026071786,.22513707,.031804256,.00059868058,.00015989877,.37343016,8.1975784,.022868145,8.6796646,.94400001,.90799999,.78037918,.12342537,1,nick,-.00057843578,.0077971756
33,4,-.010085523,-.014353971,.96288419,.77212173,-.0092167938,-.021602336,.96367991,.66619903,.6659295,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,.00018131291,.0039310968,.24454872,.043113876,.00063678541,.00020379901,.07414183,9.117938,.00031545936,4.4270387,.94400001,.89700001,.79676306,.13083358,1,nick,-.00057843578,.0077971756
33,5,-.010270956,-.017156426,.9639619,.78452891,-.0093742609,-.026608426,.96488249,.67469662,.67513126,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.00066848472,.0057322844,.25756568,.055187304,.00066018855,.00024889372,.25953951,10.386963,-.0057952115,1.5085063,.94400001,.87099999,.81121027,.136079,1,nick,-.00057843578,.0077971756
33,6,-.01035162,-.019808698,.96485019,.79644287,-.0093982723,-.031570893,.96596658,.68353844,.68456519,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.0012198348,.0077940039,.26675001,.068191275,.0006758176,.00029501112,.45729509,11.42962,-.0077853599,-.59408796,.94099998,.84799999,.82418483,.13961966,1,nick,-.00057843578,.0077971756
33,7,-.010373864,-.022312589,.96562493,.80797058,-.0093505569,-.036483537,.9669444,.69280541,.69423735,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.0014426529,.010030959,.27352297,.082280077,.0006872844,.00034277816,.52743387,12.191236,.00200532,-1.4699978,.93599999,.829,.83488196,.14064464,1,nick,-.00057843578,.0077971756
33,8,-.010361781,-.024712628,.96632481,.81909198,-.0092619956,-.041320577,.96783835,.70256287,.70415413,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.0013744087,.012547436,.27872038,.097601488,.00069658674,.00039550694,.49311382,12.855783,-.00012827446,-.14781775,.93900001,.79500002,.84308058,.13892646,1,nick,-.00057843578,.0077971756
33,9,-.010323702,-.027032845,.96698552,.8297019,-.0091483677,-.04603808,.96867019,.71286547,.71432215,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.0010811464,.015309287,.28285393,.1142982,.00070484995,.00045117224,.38222784,13.394162,-.013207341,2.6555862,.94,.77999997,.85113114,.13680898,1,nick,-.00057843578,.0077971756
33,10,-.010264365,-.029174974,.96762741,.83983898,-.0090177488,-.050574251,.9694587,.72375965,.72474808,70,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.00064607896,.017813727,.28624624,.13250636,.00071236142,.00051512825,.22570741,13.443678,-.033454683,7.8690448,.94,.77700001,.85980082,.13505274,1,nick,-.00057843578,.0077971756
38,1,-.0069370773,-.0041785212,.95567006,.76791614,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,2,3,0,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,783,957,10,-.00087103539,.0017514728,.13990013,.010630858,.00046558667,.00014245362,.62261224,16.475365,1.2031558,143.26678,.74000001,.741,.76591945,.12626149,1,nick,-.0013862946,.0092737479
38,2,-.0089946175,-.0076786829,.95850104,.77386159,-.0078222295,-.011354672,.96129185,.64974958,.64819854,70,2,3,0,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,783,957,10,-.0005549161,.0036436969,.19425999,.021064049,.00061279302,.00020724647,.28565642,17.29818,1.694288,83.514153,.73500001,.72000003,.78189957,.13370106,1,nick,-.0013862946,.0092737479
