id,year,CIF1_diff_at,CIF2_diff_at,CIF1_ratio_at,CIF2_ratio_at,CIF1_diff_true_at,CIF2_diff_true_at,CIF1_ratio_true_at,CIF2_ratio_true_at,hr_gender_true_at,givenage,scenario,model,independence,prop_sex_other,base_function,model_lab,obs,convergence_t1t1,convergence_t1t2,sdage,bias_CIF1_at,bias_CIF2_at,CIF1_true_at,CIF2_true_at,MCer_CIF1_at,MCer_CIF2_at,rel_bias_CIF1_at,rel_bias_CIF2_at,Rel_prec_CIF1_at,Rel_prec_CIF2_at,Coverage_CIF1_at,Coverage_CIF2_at,hr_gender_at,bias_hr_gender_at,female,simulation,average_bias_CIF2,average_bias_CIF1
263,1,-.0065578492,-.0061240238,.95803648,.68452626,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,14,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,927,927,15,-.00082706881,.002318026,.13990013,.010630858,.00042247697,.000050721257,.59118509,21.804693,,,.88300002,.60000002,.68540037,.045742404,1,nick,.0081060892,-.0012931076
268,1,-.0064696674,-.0072364649,.95841932,.85534304,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,14,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,927,15,-.0022094001,.030409755,.13990013,.010630858,.00041999368,.0020400549,1.5792694,286.05173,3.2523279,4077.4573,.93800002,.15099999,.84502679,.20536883,1,nick,.098426901,-.0099245524
273,1,-.0068839304,-.0024674882,.95600009,.83618486,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,14,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,927,15,-.00047762381,.00073687924,.13990013,.010630858,.00040699844,.000063187203,.34140337,6.9315119,.057543278,29.389565,.95300001,.92299998,.83098096,.19132298,1,nick,.0085313888,-.00052124617
278,1,-.0070972573,-.0023930832,.95460504,.85493982,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,14,3,0,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,766,927,15,-.0006635107,.0020938236,.13990013,.010630858,.00045983822,.00014479493,.47427449,19.695717,-1.0589442,159.50032,.73199999,.70499998,.8475616,.20790361,1,nick,.009870355,-.001148369
283,1,-.0062192068,-.0056320569,.96030223,.70683277,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,15,0,1,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,15,.0008417085,.001744136,.13897637,.011691473,.0004161598,.00003822584,.6056487,14.918017,,,.949,.72899997,.70140475,.0014047385,1,nick,.0037500565,-.00003052473
288,1,-.0057601328,-.012192445,.96332943,.71851277,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,15,1,1,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,15,-.00023837571,.02053665,.13897637,.011691473,.00041988076,.0014204802,.17152248,175.65494,.89411551,3616.0208,.94999999,.145,.70993245,.0099324835,1,nick,.073980667,-.0065780841
293,1,-.006296319,-.0045996183,.95984095,.70834082,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,15,2,1,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,15,.00098890928,-.00061594479,.13897637,.011691473,.00041680099,.000057655703,.71156651,5.2683249,.15407145,50.82914,.94599998,.92500001,.70324469,.0032446892,1,nick,-.00025527444,.00065756694
298,1,-.0061949263,-.0049386504,.96046591,.70749724,-.0064293593,-.0048848055,.95578331,.7053135,.69999999,70,15,3,1,PH_sex_other,Weibull,Approach d- Splines/Int,2000,800,1000,15,.0011464292,.00012104987,.13897637,.011691473,.00046772236,.00012637474,.82490951,1.0353688,.52474701,195.69791,.75400001,.75,.7022599,.0022599045,1,nick,.00014844991,.0006796309
303,1,-.0060791527,-.0061152461,.96123141,.68839115,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,16,0,1,Non_PH_sex_other,Weibull,Approach a- Attained,2000,962,962,15,-.0001181907,.0024426873,.13990013,.010630858,.00042510504,.000047541798,.084482186,22.977329,,,.917,.57300001,.68886918,.049211189,1,nick,.0086939717,-.00022891257
308,1,-.0061153681,-.006498537,.96076608,.84649259,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,16,1,1,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,962,15,-.0014872934,.026962854,.13990013,.010630858,.00042373838,.001793617,1.0631107,253.62819,1.6281499,3746.5076,.94999999,.15899999,.84058398,.20092602,1,nick,.09283223,-.0084595559
313,1,-.0064425068,-.0023206819,.9588595,.84492368,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,16,2,1,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,962,15,.000034448545,.00091604324,.13990013,.010630858,.00041678696,.000067155364,.024623668,8.6168327,-.039055761,44.018261,.95099998,.917,.84126526,.20160726,1,nick,.0089917453,.00014909025
318,1,-.0061945063,-.0022165813,.96055686,.85892159,-.0055055842,-.0059454204,.96213639,.64132959,.63965797,70,16,3,1,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,733,962,15,.00031932027,.0020171402,.13990013,.010630858,.00048792854,.0001518568,.22824872,18.974386,.19001295,178.81949,.69499999,.67000002,.84807307,.20841508,1,nick,.009763821,.00040624087
323,1,-.0062199319,-.014415507,.96019846,.70916778,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,17,0,0,PH_sex_other,Non_exponential,Approach a- Attained,2000,1000,1000,15,.00039454678,.00014421434,.13764453,.03475786,.00041560287,.000096482865,.28664181,.41491145,,,.94499999,.96600002,.69983864,-.00016134906,1,nick,.00053772214,-.00014112085
328,1,-.0054072095,-.024823619,.96588397,.70702159,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,17,1,0,PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,1000,15,-.0012697479,.028024239,.13764453,.03475786,.00043263662,.0022631651,.92248333,80.62706,4.098567,2245.6653,.93199998,.121,.69222385,-.0077761607,1,nick,.039637495,-.0072263614
333,1,-.0060536778,-.016828882,.96121997,.70414412,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,17,2,0,PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,1000,15,.00011339251,.0050561437,.13764453,.03475786,.000415452,.00014186713,.08238069,14.546764,-.036301591,47.038681,.94499999,.77700001,.69391286,-.0060870969,1,nick,.001137704,-.0010940795
338,1,-.0055174883,-.014071763,.96478766,.71047378,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,17,3,0,PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,594,1000,15,.00068827777,-.00034188767,.13764453,.03475786,.00054029637,.0002723613,.50004005,.9836269,.19515868,117.56468,.56199998,.55900002,.70161277,.0016127857,1,nick,-.0026846454,.00069713884
343,1,-.0060592433,-.017621476,.96133024,.64656627,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,18,0,0,Non_PH_sex_other,Non_exponential,Approach a- Attained,2000,998,998,15,-.00050241075,.000094245246,.13870513,.031643134,.00041634089,.00010480544,.36221495,.29783791,,,.94400001,.95599997,.64148611,.0018281488,1,nick,.00018384289,-.000096948344
348,1,-.0059382282,-.016089445,.96200073,.81057811,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,18,1,0,Non_PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,998,15,-.0028641452,.039589055,.13870513,.031643134,.00044275034,.0027771092,2.0649166,125.11105,6.4497275,2552.4297,.92199999,.127,.79292709,.15326911,1,nick,.062993094,-.010323584
353,1,-.0065536997,-.0088854777,.95785123,.82955998,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,18,2,0,Non_PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,998,15,-.0010462733,.0096540693,.13870513,.031643134,.00041494032,.00015960663,.75431478,30.509209,-.23658837,52.441025,.94499999,.43000001,.80953246,.16987447,1,nick,.014126442,-.0024834892
358,1,-.0053349342,-.0092204465,.96597379,.79918808,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,18,3,0,Non_PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,551,998,15,-.00016348081,.0038223753,.13870513,.031643134,.00056618912,.00030773017,.11786213,12.079636,1.0469007,118.17088,.51800001,.49700001,.78779262,.14813463,1,nick,.010024791,-.00021920943
363,1,-.0056611584,-.014458258,.96373254,.70823252,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,19,0,1,PH_sex_other,Non_exponential,Approach a- Attained,2000,1000,1000,15,.0010374696,.0001079117,.13764453,.03475786,.00042704219,.000099885554,.75373107,.31046703,,,.95099998,.94599998,.69922036,-.00077965157,1,nick,.00057765207,.00074485643
368,1,-.0049672397,-.023759941,.96868056,.70752823,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,19,1,1,PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,1000,15,-.00049071654,.0257996,.13764453,.03475786,.00043911135,.0020829199,.35651001,74.226662,2.8262157,1985.3064,.94300002,.115,.69366312,-.0063368548,1,nick,.037569102,-.0059924629
373,1,-.005497172,-.016956633,.96476758,.70309478,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,19,2,1,PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,1000,15,.00074835517,.0051784655,.13764453,.03475786,.00042616128,.00013830463,.54368681,14.898688,-.20628621,38.463104,.94700003,.75400001,.69313604,-.0068639498,1,nick,.0017458779,-.00027063279
378,1,-.0052714981,-.014284519,.96625262,.71153611,-.0057829022,-.014257275,.95968062,.70912504,.69999999,70,19,3,1,PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,625,1000,15,.00099342898,.00025477092,.13764453,.03475786,.00053980743,.00025735557,.72173518,.73298794,-.067197971,103.69055,.59399998,.59500003,.70271271,.0027127205,1,nick,-.0017852701,.0012171877
383,1,-.0055129235,-.017630789,.96473652,.6466074,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,20,0,1,Non_PH_sex_other,Non_exponential,Approach a- Attained,2000,999,999,15,.00014496247,.00010495173,.13870513,.031643134,.00042808239,.00010831819,.10451125,.331673,,,.94599998,.94499999,.64138746,.001729481,1,nick,.00018201197,.00073257013
388,1,-.0055618235,-.01497286,.96429741,.80990618,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,20,1,1,Non_PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,999,15,-.0020152298,.036352977,.13870513,.031643134,.00044644612,.0025306973,1.4528877,114.88425,4.3419514,2237.5242,.93800002,.12800001,.79561299,.15595505,1,nick,.059955269,-.008955365
393,1,-.0059596901,-.010212151,.96162254,.80686432,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,20,2,1,Non_PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,999,15,-.00038208865,.0094432207,.13870513,.031643134,.00042570449,.00015907449,.27546829,29.842873,-.50571239,46.932018,.95099998,.45899999,.79323846,.15358047,1,nick,.014721185,-.0016646517
398,1,-.0059133139,-.0093066255,.96172887,.79843116,-.0047223009,-.017372001,.96707535,.64557886,.63965797,70,20,3,1,Non_PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,618,999,15,-.00052300119,.0041968375,.13870513,.031643134,.00054901186,.00028665151,.37705973,13.263027,.87089837,108.14423,.58399999,.54900002,.78458714,.14492919,1,nick,.010706011,-.00074221886
403,1,-.00668407,-.0053526289,.95730227,.70630229,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,21,0,0,PH_sex_other,Gompertz,Approach a- Attained,2000,1000,1000,15,.00033323717,.0015693166,.13900496,.011180289,.00040718395,.000036719997,.23973042,14.036458,,,.94999999,.773,.70071357,.00071361061,1,nick,.0034517054,-.00074470852
408,1,-.0060956087,-.01329348,.9611764,.72817278,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,21,1,0,PH_sex_other,Gompertz,Approach b- Linear,2000,1000,1000,15,-.001095355,.026340848,.13900496,.011180289,.00041837405,.001880653,.78799707,235.60077,2.7481709,5021.605,.94300002,.126,.71842963,.01842962,1,nick,.086490676,-.0088004638
413,1,-.0067922506,-.003899103,.95665258,.71081948,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,21,2,0,PH_sex_other,Gompertz,Approach c- Splines,2000,1000,1000,15,.00053289789,-.0016532813,.13900496,.011180289,.00040795651,.00005243819,.38336608,14.787465,.18973133,42.805542,.94999999,.80500001,.70567834,.0056783375,1,nick,-.0020097473,.00018825731
418,1,-.0068122847,-.004722632,.95667905,.70548177,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,21,3,0,PH_sex_other,Gompertz,Approach d- Splines/Int,2000,809,1000,15,.00041194996,.000091954593,.13900496,.011180289,.0004525476,.00012323449,.29635632,.82247061,-.03502655,201.85887,.76800001,.76800001,.69997746,-.000022553801,1,nick,2.2711497e-06,-.00022558887
423,1,-.0064963386,-.0058784946,.95847422,.68364978,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,22,0,0,Non_PH_sex_other,Gompertz,Approach a- Attained,2000,931,931,15,-.00074897124,.0021885899,.13992578,.010165668,.0004236665,.000049301114,.53526324,21.529228,,,.88599998,.61400002,.68524969,.045591697,1,nick,.0081849312,-.0011041712
428,1,-.006470792,-.0065641757,.95838684,.87360775,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,22,1,0,Non_PH_sex_other,Gompertz,Approach b- Linear,2000,1000,931,15,-.0024408842,.034654688,.13992578,.010165668,.00042685194,.0023770195,1.7444136,340.89926,4.418704,4896.9063,.93699998,.134,.854482,.21482402,1,nick,.10505653,-.010837193
433,1,-.0068641636,-.0020484454,.95619512,.84222448,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,22,2,0,Non_PH_sex_other,Gompertz,Approach c- Splines,2000,1000,931,15,-.00038075176,-.00030174476,.13992578,.010165668,.00040809353,.000055594741,.27210981,2.9682727,-.17007138,16.869755,.95200002,.93400002,.83141702,.19175903,1,nick,.0064742216,-.00013425903
438,1,-.0068916786,-.0020449031,.95606244,.87108064,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,22,3,0,Non_PH_sex_other,Gompertz,Approach d- Splines/Int,2000,771,931,15,-.00043626566,.0022348701,.13992578,.010165668,.00046375429,.00014157264,.31178364,21.984489,-.3869698,161.32138,.73500001,.69800001,.85736156,.21770358,1,nick,.0096053556,-.0008221746
443,1,-.0062377295,-.0053583095,.96018445,.70726156,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,23,0,1,PH_sex_other,Gompertz,Approach a- Attained,2000,1000,1000,15,.00084397697,.0016257133,.13900496,.011180289,.00041712925,.000036440899,.60715604,14.540888,,,.94800001,.74699998,.70194328,.0019432689,1,nick,.003768903,-.000031406013
448,1,-.0057359077,-.012430248,.96353263,.72620863,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,23,1,1,PH_sex_other,Gompertz,Approach b- Linear,2000,1000,1000,15,-.00041121445,.023475831,.13900496,.011180289,.00042320089,.0016544006,.29582718,209.97517,1.4555733,4439.9561,.954,.13600001,.71728611,.017286142,1,nick,.081549138,-.0074470835
453,1,-.0063421959,-.0039163488,.95956016,.71135259,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,23,2,1,PH_sex_other,Gompertz,Approach c- Splines,2000,1000,1000,15,.0010472594,-.0016066429,.13900496,.011180289,.00041787012,.000051142233,.75339717,14.370316,.17760876,40.342957,.94800001,.82200003,.70646983,.0064698462,1,nick,-.0016630135,.00090311305
458,1,-.0061745197,-.0047757579,.96052933,.70723975,-.0064433664,-.0046731941,.95569998,.705226,.69999999,70,23,3,1,PH_sex_other,Gompertz,Approach d- Splines/Int,2000,818,1000,15,.0011181619,.00025660012,.13900496,.011180289,.00046346869,.00012474152,.80440438,2.2951117,.49082163,209.59833,.77100003,.76899999,.70207852,.0020785404,1,nick,.00037765858,.00069750246
463,1,-.0061829453,-.0058278623,.96062541,.68913966,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,24,0,1,Non_PH_sex_other,Gompertz,Approach a- Attained,2000,967,967,15,-.00010819576,.0023091324,.13992578,.010165668,.00042468813,.000046514753,.077323683,22.715008,,,.917,.59500003,.69028372,.050625768,1,nick,.0087619033,-.0002365377
468,1,-.0061520017,-.0062636058,.96056044,.85758626,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,24,1,1,Non_PH_sex_other,Gompertz,Approach b- Linear,2000,1000,967,15,-.0016873409,.030457193,.13992578,.010165668,.00042855425,.0020759497,1.2058828,299.60837,2.6177449,4438.5054,.94800001,.15000001,.84523118,.20557322,1,nick,.099068776,-.009318185
473,1,-.0064931693,-.0018530196,.95860565,.85631049,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,24,2,1,Non_PH_sex_other,Gompertz,Approach c- Splines,2000,1000,967,15,.00011227169,-.00012848918,.13992578,.010165668,.00041744669,.000058319743,.080236599,1.2639521,-.041975871,27.500433,.94599998,.93599999,.84671152,.20705356,1,nick,.0068545621,.00046777478
478,1,-.0063755144,-.0019230787,.95930427,.87307322,-.0055225501,-.0056878151,.96203083,.64122617,.63965797,70,24,3,1,Non_PH_sex_other,Gompertz,Approach d- Splines/Int,2000,750,967,15,.00030094842,.0021674617,.13992578,.010165668,.00048571578,.00014692025,.21507718,21.321388,.7231952,178.16875,.70999998,.68099999,.85649598,.21683803,1,nick,.0094154086,.00032841036
4,1,-.0063834544,-.01230754,.9598465,.71274072,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0022892396,.00021910998,.13575549,.029962087,.0004033898,.00011101041,1.686296,.73129076,,,.96100003,.93099999,.70427001,.0042700414,1,nick,.00080921035,.0026794223
9,1,-.0066457978,-.0084096687,.95834374,.71721184,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0027926734,-.0087692877,.13575549,.029962087,.00040570024,.00071608054,2.0571346,29.267946,.57275677,545.05713,.95599997,.15099999,.71014106,.010141052,1,nick,-.06603957,.006883366
14,1,-.0063325204,-.013069407,.96015155,.71373242,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0021840718,.002140994,.13575549,.029962087,.00040296299,.00015494956,1.6088276,7.1456766,-.10580209,39.581112,.963,.93800002,.70493966,.0049397023,1,nick,.00040425654,.00230848
19,1,-.0065364051,-.011975248,.95891792,.71205896,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,.0023119668,-.00080381805,.13575549,.029962087,.00044731289,.00023537864,1.7030374,2.6827838,.65841872,92.471725,.79299998,.78100002,.70360798,.0036080044,1,nick,-.0033946242,.0030210838
24,1,-.0064939293,-.0088599222,.95895952,.79440361,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,2,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,957,957,10,-.00042799121,.0017889618,.13827443,.031221643,.0004119573,.00011605333,.30952305,5.729877,,,.92299998,.86799997,.79150563,.056066774,1,nick,.010661718,-.00069996557
29,1,-.0066726282,-.0078758504,.9581461,.75899804,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,2,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,957,10,.00024022779,-.0087124379,.13827443,.031221643,.00040520058,.00082956714,.17373262,27.905123,.54532623,630.69806,.96499997,.169,.75462037,.019181462,1,nick,-.070069999,.004399837
34,1,-.0063473652,-.012861839,.9600215,.74094158,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,2,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,957,10,-.00035298921,.0020240613,.13827443,.031221643,.00040212294,.00019199481,.25528163,6.4828787,-.21835645,69.112579,.96499997,.93300003,.73662853,.0011896417,1,nick,.0046083797,-.00040135274
39,1,-.00665444,-.010129734,.95815998,.77017874,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,2,3,0,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,783,957,10,-.00019978669,-.00081986468,.13827443,.031221643,.00046415479,.00027378841,.14448565,2.6259499,1.9143937,113.39407,.75400001,.73699999,.76580918,.030370308,1,nick,.00079405517,.00032171782
44,1,-.0058303913,-.012428593,.96231085,.71108544,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,3,0,1,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0021628058,.00029531567,.13575549,.029962087,.00043610818,.00011361817,1.5931625,.98563117,,,.93900001,.94099998,.70290041,.0029004074,1,nick,.00071147841,.0024160421
49,1,-.0061397818,-.0078771692,.96050197,.71550679,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,3,1,1,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0027545555,-.010054526,.13575549,.029962087,.00044031517,.0006191202,2.0290565,33.557495,.9646709,444.91302,.935,.156,.70897835,.0089783883,1,nick,-.069693275,.0070171207
54,1,-.0057959026,-.012990305,.96252501,.71354938,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,3,2,1,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0020766873,.002024886,.13575549,.029962087,.00043619427,.00015793566,1.5297261,6.7581611,.019744646,39.005634,.93900001,.926,.7050848,.0050848136,1,nick,.00032951625,.0020837407
59,1,-.0058622966,-.01182624,.96214467,.71304864,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,3,3,1,PH_sex_other,Weibull,Approach d- Splines/Int,2000,829,1000,10,.0024187011,-.00088341179,.13575549,.029962087,.00047617036,.00023559743,1.7816598,2.9484322,-.5864929,88.799149,.778,.78399998,.7050128,.0050128247,1,nick,-.003265572,.0029142392
64,1,-.006057092,-.0090107862,.96077651,.79174912,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,4,0,1,Non_PH_sex_other,Weibull,Approach a- Attained,2000,988,988,10,-.00052005309,.0019042251,.13827443,.031221643,.00043817205,.00011216912,.37610215,6.0990548,,,.935,.90200001,.78936064,.053921755,1,nick,.010900032,-.00089920824
69,1,-.0061657391,-.0071572745,.96030813,.74974656,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,4,1,1,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,988,10,.00023335853,-.01056331,.13827443,.031221643,.00044128817,.00071470963,.16876477,33.833294,1.3209227,541.02924,.94599998,.189,.7486909,.01325201,1,nick,-.075235173,.0047006123
74,1,-.0058264234,-.01211412,.96228611,.7508989,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,4,2,1,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,988,10,-.00046520389,.0020302562,.13827443,.031221643,.00043697338,.00020936452,.33643523,6.5027208,.33023101,87.78083,.94700003,.93699998,.74805754,.012618647,1,nick,.0044345446,-.00067987159
79,1,-.0057819234,-.010483073,.96267205,.76491719,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,4,3,1,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,764,988,10,-.000047169407,-.00078468118,.13827443,.031221643,.00050032366,.00028250736,.034112893,2.5132604,.40943801,121.47495,.722,.722,.75812751,.022688616,1,nick,.00038752222,.00048515815
84,1,-.0046774042,-.037400842,.97089869,.72019923,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,5,0,0,PH_sex_other,Non_exponential,Approach a- Attained,2000,1000,1000,10,.0022474183,-.000062986335,.13191949,.095493421,.00040867264,.00024732543,1.7036288,.06595882,,,.95499998,.95099998,.70059222,.00059224764,1,nick,.00066031312,.0027467515
89,1,-.0058822809,-.020829346,.96359408,.70731282,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,5,1,0,PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,1000,10,.0048305541,-.044291891,.13191949,.095493421,.00042376245,.00153128,3.6617444,46.382137,3.6923926,519.13574,.93800002,.090999998,.69479513,-.0052048322,1,nick,-.1698802,.018532157
94,1,-.0047610234,-.036835406,.97037464,.71624196,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,5,2,0,PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,1000,10,.0025049024,-.0032508376,.13191949,.095493421,.00040970399,.00029411481,1.8988115,3.4042528,.2523661,18.918154,.954,.93300003,.69697839,-.0030216188,1,nick,-.0046434617,.0038593123
99,1,-.0045829955,-.037757397,.97164458,.72059059,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,5,3,0,PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,801,1000,10,.0018114047,.0010866824,.13191949,.095493421,.00045260449,.00044699261,1.3731139,1.1379658,-.88040257,61.751324,.76700002,.75599998,.70080411,.00080413884,1,nick,.0002146303,.0022608913
104,1,-.0049262485,-.033050019,.96912676,.75398654,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,6,0,0,Non_PH_sex_other,Non_exponential,Approach a- Attained,2000,999,999,10,-.00039362555,.00027728136,.134286,.099347979,.00040787502,.00026138191,.29312477,.27910116,,,.96200001,.95099998,.74079955,.0053606913,1,nick,.00087910757,.000027381602
109,1,-.0060851718,-.017455103,.96220142,.75736731,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,6,1,0,Non_PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,999,10,.0022705575,-.044977617,.134286,.099347979,.00042660686,.0017595896,1.690837,45.272808,4.6448779,573.52405,.95099998,.102,.74039322,.0049543502,1,nick,-.18254825,.016636247
114,1,-.0052113906,-.029469555,.96721208,.77688593,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,6,2,0,Non_PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,999,10,-.0002079127,-.0011114288,.134286,.099347979,.0004092899,.0003557147,.15482827,1.1187232,.39710394,36.158115,.95899999,.94700003,.75256568,.017126797,1,nick,-.0074846507,.0010086366
119,1,-.0045323144,-.035498332,.97171646,.74458343,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,6,3,0,Non_PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,787,999,10,-.00073872751,.00016412693,.134286,.099347979,.00046270457,.00050862553,.55011505,.16520411,.68883187,72.713875,.755,.74299997,.72485769,-.01058117,1,nick,-.0050156317,.00011457714
124,1,-.0040604626,-.037593283,.97382492,.71856797,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,7,0,1,PH_sex_other,Non_exponential,Approach a- Attained,2000,1000,1000,10,.0019344605,.000015666679,.13191949,.095493421,.0004415875,.0002544336,1.4663948,.016406029,,,.94499999,.94300002,.69928581,-.00071415945,1,nick,.00074765924,.0021944386
129,1,-.0053320718,-.020132421,.96599734,.70662332,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,7,1,1,PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,1000,10,.0046372968,-.046026137,.13191949,.095493421,.00045836254,.0013887917,3.5152478,48.198231,3.7988057,445.83661,.92199999,.093999997,.69485325,-.0051467652,1,nick,-.1719878,.018371109
134,1,-.0041512214,-.03696546,.97325289,.71473271,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,7,2,1,PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,1000,10,.0022142711,-.0033931937,.13191949,.095493421,.00044257974,.00029278884,1.678502,3.5533271,.22469711,15.074759,.94400001,.94199997,.69580871,-.0041912766,1,nick,-.0047921273,.0033532616
139,1,-.0040452937,-.037666325,.97370338,.71937567,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,7,3,1,PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,829,1000,10,.0016323947,.00070752896,.13191949,.095493421,.00048669524,.00045468053,1.2374175,.74091905,.3500517,62.708103,.787,.78299999,.69994789,-.000052079289,1,nick,-.00058906758,.0018134819
